Time (s),Race Time,Speed,Gs
33.2,0.0,33,1.45
33.23,0.0,32,1.55
33.27,0.0,33,1.32
33.3,0.0,33,1.6
33.33,0.0,31,1.33
33.37,0.0,31,1.21
33.4,0.0,31,1.21
33.43,0.0,32,1.37
33.47,0.0,33,1.32
33.5,0.0,34,1.71
33.53,0.0,36,1.4
33.57,0.0,35,1.85
33.6,0.0,36,1.93
33.63,0.0,38,0.93
33.67,0.0,39,0.86
33.7,0.0,39,1.09
33.73,0.0,39,0.98
33.77,0.0,39,1.65
33.8,0.0,41,
33.83,0.0,40,1.97
33.87,0.0,39,1.64
33.9,0.0,40,1.55
33.93,0.0,42,1.48
33.97,0.0,44,1.61
34.0,0.0,45,1.64
34.03,0.0,48,1.72
34.07,0.0,49,1.95
34.1,0.0,49,1.34
34.13,0.0,49,1.63
34.17,0.0,48,1.32
34.2,0.0,49,1.12
34.23,0.0,49,1.18
34.27,0.0,49,1.13
34.3,0.0,50,1.28
34.33,0.0,51,1.23
34.37,0.0,52,1.25
34.4,0.0,53,1.36
34.43,0.0,54,1.43
34.47,0.0,55,1.64
34.5,0.0,57,1.5
34.53,0.0,58,1.52
34.57,0.0,60,1.4
34.6,0.0,61,1.46
34.63,0.0,62,1.17
34.67,0.0,63,1.32
34.7,0.0,64,1.31
34.73,0.0,64,1.43
34.77,0.0,65,1.49
34.8,0.0,66,1.65
34.83,0.0,66,1.55
34.87,0.0,67,1.16
34.9,0.0,67,1.31
34.93,0.0,68,1.54
34.97,0.0,68,1.64
35.0,0.0,70,1.81
35.03,0.0,70,1.64
35.07,0.0,,1.95
35.1,0.0,72,1.54
35.13,0.0,72,1.7
35.17,0.0,74,1.6
35.2,0.0,74,1.59
35.23,0.0,75,2.19
35.27,0.0,75,1.57
35.3,0.0,74,1.61
35.33,0.0,76,1.46
35.37,0.0,75,1.77
35.4,0.0,75,1.18
35.43,0.0,75,1.05
35.47,0.0,75,0.8
35.5,0.0,75,0.75
35.53,0.0,,0.59
35.57,0.0,,0.5
35.6,0.0,78,0.63
35.63,0.0,78,0.88
35.67,0.0,79,1.16
35.7,0.0,80,1.25
35.73,0.0,80,1.42
35.77,0.0,79,1.23
35.8,0.0,79,1.41
35.83,0.0,80,1.58
35.87,0.0,81,1.27
35.9,0.0,82,1.11
35.93,0.0,84,1.14
35.97,0.0,85,1.27
36.0,0.0,82,0.99
36.03,0.0,82,0.65
36.07,0.0,82,0.64
36.1,0.0,83,0.42
36.13,0.0,84,0.26
36.17,0.0,84,0.62
36.2,0.0,84,0.73
36.23,0.0,82,0.51
36.27,0.0,79,0.83
36.3,0.0,78,1.15
36.33,0.0,76,1.31
36.37,0.0,75,1.41
36.4,0.0,73,1.41
36.43,0.0,70,1.53
36.47,0.0,69,1.7
36.5,0.0,67,1.59
36.53,0.0,67,1.53
36.57,0.0,67,1.43
36.6,0.0,66,1.23
36.63,0.0,66,0.87
36.67,0.0,65,1.08
36.7,0.0,64,1.05
36.73,0.0,64,1.57
36.77,0.0,63,1.55
36.8,0.0,63,1.43
36.83,0.0,63,1.09
36.87,0.0,64,0.94
36.9,0.0,65,1.32
36.93,0.0,64,2.09
36.97,0.0,63,2.09
37.0,0.0,63,1.5
37.03,0.0,62,1.03
37.07,0.0,61,1.37
37.1,0.0,60,1.51
37.13,0.0,59,0.87
37.17,0.0,58,0.54
37.2,0.0,57,0.71
37.23,0.0,56,1.01
37.27,0.0,55,1.32
37.3,0.0,54,1.29
37.33,0.0,52,1.3
37.37,0.0,50,1.46
37.4,0.0,48,1.6
37.43,0.0,46,1.6
37.47,0.0,43,1.73
37.5,0.0,42,1.55
37.53,0.0,39,1.32
37.57,0.0,36,1.35
37.6,0.0,36,1.66
37.63,0.0,38,1.9
37.67,0.0,38,2.11
37.7,0.0,35,1.74
37.73,0.0,36,1.47
37.77,0.0,36,0.97
37.8,0.0,37,1.55
37.83,0.0,37,1.88
37.87,0.0,38,1.68
37.9,0.0,39,1.21
37.93,0.0,40,1.07
37.97,0.0,41,1.18
38.0,0.0,41,1.48
38.03,0.0,42,1.53
38.07,0.0,42,1.66
38.1,0.0,40,1.47
38.13,0.0,39,1.37
38.17,0.0,39,1.73
38.2,0.0,40,1.67
38.23,0.0,40,1.89
38.27,0.0,39,1.64
38.3,0.0,39,1.71
38.33,0.0,40,1.99
38.37,0.0,1,1.15
38.4,0.0,43,1.2
38.43,0.0,43,1.32
38.47,0.0,43,1.63
38.5,0.0,46,1.7
38.53,0.0,48,1.56
38.57,0.0,47,1.29
38.6,0.0,48,1.54
38.63,0.0,49,1.59
38.67,0.0,51,1.51
38.7,0.0,51,1.31
38.73,0.0,51,1.27
38.77,0.0,51,1.4
38.8,0.0,52,1.49
38.83,0.0,53,1.48
38.87,0.0,54,1.52
38.9,0.0,55,1.46
38.93,0.0,56,1.52
38.97,0.0,57,1.45
39.0,0.0,58,1.36
39.03,0.0,59,1.14
39.07,0.0,61,1.23
39.1,0.0,63,1.24
39.13,0.0,65,1.26
39.17,0.0,66,1.2
39.2,0.0,68,1.18
39.23,0.0,69,1.17
39.27,0.0,70,1.21
39.3,0.0,71,1.14
39.33,0.0,72,1.12
39.37,0.0,73,1.09
39.4,0.0,75,1.01
39.43,0.0,76,1.05
39.47,0.0,77,1.01
39.5,0.0,78,0.95
39.53,0.0,79,0.99
39.57,0.0,81,0.97
39.6,0.0,82,0.95
39.63,0.0,83,0.94
39.67,0.0,84,0.98
39.7,0.0,85,0.92
39.73,0.0,85,0.9
39.77,0.0,87,0.97
39.8,0.0,88,0.89
39.83,0.0,89,0.97
39.87,0.0,90,1.07
39.9,0.0,89,0.66
39.93,0.0,87,0.57
39.97,0.0,85,1.19
40.0,0.0,83,1.51
40.03,0.0,81,1.75
40.07,0.0,78,1.66
40.1,0.0,74,1.89
40.13,0.0,70,1.83
40.17,0.0,67,2.11
40.2,0.0,66,2.16
40.23,0.0,65,2.26
40.27,0.0,63,1.89
40.3,0.0,59,1.72
40.33,0.0,56,1.79
40.37,0.0,53,1.79
40.4,0.0,52,1.88
40.43,0.0,51,1.91
40.47,0.0,48,1.82
40.5,0.0,44,1.79
40.53,0.0,41,1.67
40.57,0.0,38,1.59
40.6,0.0,37,1.79
40.63,0.0,39,1.88
40.67,0.0,41,1.86
40.7,0.0,42,1.78
40.73,0.0,42,1.41
40.77,0.0,42,1.47
40.8,0.0,42,1.75
40.83,0.0,43,1.51
40.87,0.0,44,1.35
40.9,0.0,45,1.5
40.93,0.0,46,1.45
40.97,0.0,47,1.47
41.0,0.0,47,1.6
41.03,0.0,49,1.29
41.07,0.0,48,1.33
41.1,0.0,46,1.41
41.13,0.0,43,1.48
41.17,0.0,41,1.97
41.2,0.0,40,1.87
41.23,0.0,38,1.63
41.27,0.0,37,1.67
41.3,0.0,36,1.24
41.33,0.0,36,1.43
41.37,0.0,37,1.38
41.4,0.0,39,1.66
41.43,0.0,39,1.75
41.47,0.0,40,1.61
41.5,0.0,40,1.25
41.53,0.0,41,1.4
41.57,0.0,42,1.37
41.6,0.0,44,1.84
41.63,0.0,46,1.13
41.67,0.0,47,1.24
41.7,0.0,47,1.3
41.73,0.0,48,1.54
41.77,0.0,48,1.27
41.8,0.0,47,1.49
41.83,0.0,46,1.46
41.87,0.0,45,1.75
41.9,0.0,43,1.81
41.93,0.0,42,1.45
41.97,0.0,42,1.41
42.0,0.0,42,1.38
42.03,0.0,42,1.67
42.07,0.0,43,1.57
42.1,0.0,43,1.57
42.13,0.0,43,1.21
42.17,0.0,43,1.37
42.2,0.0,42,1.61
42.23,0.0,42,1.73
42.27,0.0,42,1.53
42.3,0.0,41,2.09
42.33,0.0,41,1.75
42.37,0.0,41,1.6
42.4,0.0,42,1.67
42.43,0.0,44,1.18
42.47,0.0,47,1.23
42.5,0.0,46,1.63
42.53,0.0,45,1.68
42.57,0.0,46,1.46
42.6,0.0,47,1.77
42.63,0.0,47,1.73
42.67,0.0,46,1.88
42.7,0.0,45,1.65
42.73,0.0,46,1.75
42.77,0.0,46,1.64
42.8,0.0,47,1.9
42.83,0.0,47,1.53
42.87,0.0,47,1.37
42.9,0.0,48,0.99
42.93,0.0,49,0.96
42.97,0.0,49,1.16
43.0,0.0,49,1.11
43.03,0.0,49,1.23
43.07,0.0,51,1.17
43.1,0.0,51,1.15
43.13,0.0,52,1.01
43.17,0.0,53,1.03
43.2,0.0,54,1.17
43.23,0.0,56,1.2
43.27,0.0,58,0.99
43.3,0.0,60,0.98
43.33,0.0,59,0.95
43.37,0.0,59,1.34
43.4,0.0,57,1.59
43.43,0.0,55,0.99
43.47,0.0,54,1.09
43.5,0.0,53,1.36
43.53,0.0,50,1.35
43.57,0.0,47,1.5
43.6,0.0,44,1.6
43.63,0.0,43,1.38
43.67,0.0,43,1.61
43.7,0.0,43,1.87
43.73,0.0,43,1.73
43.77,0.0,43,1.68
43.8,0.0,42,1.27
43.83,0.0,42,1.16
43.87,0.0,42,1.25
43.9,0.0,41,1.51
43.93,0.0,40,1.77
43.97,0.0,40,1.95
44.0,0.0,41,1.33
44.03,0.0,40,1.27
44.07,0.0,40,1.24
44.1,0.0,40,1.48
44.13,0.0,40,1.69
44.17,0.0,40,1.63
44.2,0.0,40,1.4
44.23,0.0,39,1.38
44.27,0.0,38,1.11
44.3,0.0,37,1.41
44.33,0.0,36,1.74
44.37,0.0,36,1.52
44.4,0.0,36,1.64
44.43,0.0,36,1.48
44.47,0.0,37,1.44
44.5,0.0,37,1.41
44.53,0.0,39,1.54
44.57,0.0,40,1.53
44.6,0.0,40,1.61
44.63,0.0,41,1.03
44.67,0.0,41,1.14
44.7,0.0,42,1.58
44.73,0.0,43,1.3
44.77,0.0,43,1.32
44.8,0.0,44,1.45
44.83,0.0,44,1.13
44.87,0.0,45,1.57
44.9,0.0,45,1.62
44.93,0.0,45,1.39
44.97,0.0,47,1.54
45.0,0.0,47,
45.03,0.0,44,1.18
45.07,0.0,43,1.49
45.1,0.0,45,1.74
45.13,0.0,46,1.57
45.17,0.0,45,1.41
45.2,0.0,46,1.55
45.23,0.0,47,1.42
45.27,0.0,48,1.35
45.3,0.0,49,1.38
45.33,0.0,49,1.48
45.37,0.0,50,1.68
45.4,0.0,51,1.88
45.43,0.0,53,1.53
45.47,0.0,53,1.72
45.5,0.0,53,1.41
45.53,0.0,54,1.39
45.57,0.0,55,1.53
45.6,0.0,56,1.69
45.63,0.0,57,1.56
45.67,0.0,57,1.56
45.7,0.0,58,1.41
45.73,0.0,59,1.37
45.77,0.0,59,1.4
45.8,0.0,59,1.57
45.83,0.0,58,1.62
45.87,0.0,58,1.8
45.9,0.0,59,1.65
45.93,0.0,59,1.6
45.97,0.0,59,1.64
46.0,0.0,58,1.75
46.03,0.0,58,1.98
46.07,0.0,58,1.4
46.1,0.0,59,0.94
46.13,0.0,60,0.64
46.17,0.0,60,0.84
46.2,0.0,61,1.08
46.23,0.0,60,1.06
46.27,0.0,60,1.41
46.3,0.0,59,1.76
46.33,0.0,58,2.05
46.37,0.0,56,2.07
46.4,0.0,55,1.82
46.43,0.0,55,2.18
46.47,0.0,54,1.59
46.5,0.0,54,1.97
46.53,0.0,54,1.54
46.57,0.0,53,1.48
46.6,0.0,54,2.13
46.63,0.0,54,1.57
46.67,0.0,55,0.8
46.7,0.0,55,1.55
46.73,0.0,56,1.55
46.77,0.0,56,1.67
46.8,0.0,58,1.26
46.83,0.0,57,1.15
46.87,0.0,58,1.31
46.9,0.0,60,1.3
46.93,0.0,61,1.8
46.97,0.0,62,1.88
47.0,0.0,62,1.16
47.03,0.0,62,1.4
47.07,0.0,64,1.2
47.1,0.0,66,1.46
47.13,0.0,65,1.78
47.17,0.0,63,1.66
47.2,0.0,63,1.56
47.23,0.0,60,1.57
47.27,0.0,60,1.66
47.3,0.0,62,1.43
47.33,0.0,64,1.0
47.37,0.0,64,0.82
47.4,0.0,66,0.97
47.43,0.0,65,1.33
47.47,0.0,62,1.19
47.5,0.0,60,0.98
47.53,0.0,60,1.17
47.57,0.0,61,1.3
47.6,0.0,62,1.72
47.63,0.0,64,1.62
47.67,0.0,65,1.75
47.7,0.0,65,1.21
47.73,0.0,66,0.69
47.77,0.0,67,0.69
47.8,0.0,67,0.72
47.83,0.0,68,0.69
47.87,0.0,68,0.39
47.9,0.0,67,0.06
47.93,0.0,66,0.45
47.97,0.0,63,0.88
48.0,0.0,62,1.23
48.03,0.0,60,1.36
48.07,0.0,57,1.45
48.1,0.0,54,1.56
48.13,0.0,50,1.64
48.17,0.0,53,1.58
48.2,0.0,54,1.43
48.23,0.0,54,1.01
48.27,0.0,54,1.29
48.3,0.0,54,1.53
48.33,0.0,55,1.56
48.37,0.0,56,1.54
48.4,0.0,55,1.45
48.43,0.0,56,1.73
48.47,0.0,56,1.53
48.5,0.0,56,1.34
48.53,0.0,57,1.17
48.57,0.0,57,1.39
48.6,0.0,55,1.9
48.63,0.0,53,2.12
48.67,0.0,50,2.06
48.7,0.0,49,1.93
48.73,0.0,49,1.67
48.77,0.0,49,1.69
48.8,0.0,49,1.57
48.83,0.0,48,1.23
48.87,0.0,48,0.82
48.9,0.0,49,0.91
48.93,0.0,50,1.18
48.97,0.0,49,1.65
49.0,0.0,48,1.91
49.03,0.0,48,1.62
49.07,0.0,47,1.81
49.1,0.0,47,1.62
49.13,0.0,47,1.56
49.17,0.0,48,1.67
49.2,0.0,48,1.74
49.23,0.0,48,1.42
49.27,0.0,47,1.8
49.3,0.0,47,1.79
49.33,0.0,47,1.58
49.37,0.0,47,1.69
49.4,0.0,47,1.52
49.43,0.0,48,1.44
49.47,0.0,48,1.91
49.5,0.0,48,1.59
49.53,0.0,49,1.24
49.57,0.0,49,1.12
49.6,0.0,50,0.97
49.63,0.0,51,1.38
49.67,0.0,51,1.99
49.7,0.0,52,1.61
49.73,0.0,51,1.48
49.77,0.0,51,1.33
49.8,0.0,52,1.42
49.83,0.0,53,1.57
49.87,0.0,54,1.58
49.9,0.0,53,1.37
49.93,0.0,53,1.62
49.97,0.0,52,1.7
50.0,0.0,51,1.38
50.03,0.0,50,1.48
50.07,0.0,49,1.44
50.1,0.0,48,1.64
50.13,0.0,48,1.59
50.17,0.0,48,1.75
50.2,0.0,49,1.77
50.23,0.0,50,1.33
50.27,0.0,51,1.81
50.3,0.0,52,1.95
50.33,0.0,53,1.26
50.37,0.0,54,1.76
50.4,0.0,57,1.08
50.43,0.0,55,1.29
50.47,0.0,52,1.54
50.5,0.0,55,1.43
50.53,0.0,54,1.56
50.57,0.0,56,1.56
50.6,0.0,58,1.5
50.63,0.0,58,1.6
50.67,0.0,55,1.86
50.7,0.0,56,1.11
50.73,0.0,58,1.22
50.77,0.0,57,1.35
50.8,0.0,55,1.46
50.83,0.0,53,1.21
50.87,0.0,50,0.89
50.9,0.0,50,1.26
50.93,0.0,48,1.47
50.97,0.0,45,1.59
51.0,0.0,43,1.88
51.03,0.0,42,1.75
51.07,0.0,41,1.7
51.1,0.0,41,1.59
51.13,0.0,41,1.7
51.17,0.0,40,1.33
51.2,0.0,40,1.03
51.23,0.0,39,1.07
51.27,0.0,39,1.6
51.3,0.0,39,2.0
51.33,0.0,39,1.69
51.37,0.0,38,1.26
51.4,0.0,37,1.76
51.43,0.0,36,1.43
51.47,0.0,36,1.92
51.5,0.0,36,1.57
51.53,0.0,36,2.01
51.57,0.0,35,2.33
51.6,0.0,34,1.53
51.63,0.0,34,0.99
51.67,0.0,35,1.42
51.7,0.0,36,1.1
51.73,0.0,36,1.07
51.77,0.0,36,1.08
51.8,0.0,36,1.92
51.83,0.0,36,1.63
51.87,0.0,35,1.81
51.9,0.0,35,1.78
51.93,0.0,35,1.54
51.97,0.0,35,1.29
52.0,0.0,36,1.61
52.03,0.0,36,1.23
52.07,0.0,36,1.61
52.1,0.0,35,1.4
52.13,0.0,36,0.98
52.17,0.0,37,1.2
52.2,0.0,38,1.15
52.23,0.0,40,1.29
52.27,0.0,39,1.52
52.3,0.0,40,1.26
52.33,0.0,41,1.35
52.37,0.0,39,1.3
52.4,0.0,37,1.37
52.43,0.0,37,1.26
52.47,0.0,35,1.41
52.5,0.0,34,1.41
52.53,0.0,35,1.11
52.57,0.0,36,1.09
52.6,0.0,38,1.1
52.63,0.0,40,1.13
52.67,0.0,38,1.24
52.7,0.0,38,1.42
52.73,0.0,40,1.29
52.77,0.0,40,1.17
52.8,0.0,40,1.04
52.83,0.0,42,1.06
52.87,0.0,43,1.14
52.9,0.0,44,1.04
52.93,0.0,47,1.04
52.97,0.0,49,1.12
53.0,0.0,50,1.11
53.03,0.0,51,1.17
53.07,0.0,52,1.15
53.1,0.0,53,1.1
53.13,0.0,54,1.01
53.17,0.0,55,1.03
53.2,0.0,56,1.39
53.23,0.0,56,1.35
53.27,0.0,58,1.19
53.3,0.0,59,0.86
53.33,0.0,60,1.26
53.37,0.0,61,0.98
53.4,0.0,62,0.91
53.43,0.0,62,1.05
53.47,0.0,63,1.39
53.5,0.0,64,1.64
53.53,0.0,64,1.66
53.57,0.0,65,1.52
53.6,0.0,66,1.43
53.63,0.0,67,1.37
53.67,0.0,67,1.28
53.7,0.0,68,1.28
53.73,0.0,68,1.56
53.77,0.0,69,1.77
53.8,0.0,70,1.84
53.83,0.0,,1.6
53.87,0.0,72,1.4
53.9,0.0,74,1.32
53.93,0.0,75,1.67
53.97,0.0,74,1.33
54.0,0.0,74,1.26
54.03,0.0,76,1.29
54.07,0.0,77,1.53
54.1,0.0,78,1.77
54.13,0.0,79,1.65
54.17,0.0,79,1.39
54.2,0.0,80,1.73
54.23,0.0,81,1.87
54.27,0.0,81,2.17
54.3,0.0,82,1.94
54.33,0.0,83,1.67
54.37,0.0,84,1.34
54.4,0.0,85,1.38
54.43,0.0,86,1.39
54.47,0.0,87,1.08
54.5,0.0,88,0.99
54.53,0.0,88,0.85
54.57,0.0,89,0.95
54.6,0.0,90,0.92
54.63,0.0,91,0.93
54.67,0.0,90,0.42
54.7,0.0,88,0.81
54.73,0.0,86,1.18
54.77,0.0,84,1.39
54.8,0.0,82,1.62
54.83,0.0,78,1.89
54.87,0.0,75,1.98
54.9,0.0,72,1.91
54.93,0.0,72,1.93
54.97,0.0,,1.81
55.0,0.0,67,1.84
55.03,0.0,64,1.9
55.07,0.0,61,1.78
55.1,0.0,58,1.81
55.13,0.0,56,1.77
55.17,0.0,56,1.75
55.2,0.0,55,1.73
55.23,0.0,53,1.69
55.27,0.0,52,1.81
55.3,0.0,51,1.68
55.33,0.0,50,1.68
55.37,0.0,45,1.45
55.4,0.0,45,1.5
55.43,0.0,43,1.63
55.47,0.0,42,1.58
55.5,0.0,42,1.52
55.53,0.0,42,1.51
55.57,0.0,43,1.38
55.6,0.0,43,1.38
55.63,0.0,42,1.43
55.67,0.0,41,1.43
55.7,0.0,40,1.18
55.73,0.0,39,0.94
55.77,0.0,38,0.76
55.8,0.0,37,1.14
55.83,0.0,39,1.08
55.87,0.0,41,1.06
55.9,0.0,44,0.79
55.93,0.0,46,1.07
55.97,0.0,48,1.35
56.0,0.0,49,1.02
56.03,0.0,46,1.55
56.07,0.0,46,1.42
56.1,0.0,42,0.92
56.13,0.0,41,0.74
56.17,0.0,42,0.78
56.2,0.0,42,0.76
56.23,0.0,42,0.65
56.27,0.0,42,0.8
56.3,0.0,43,0.94
56.33,0.0,45,0.62
56.37,0.0,47,0.45
56.4,0.0,47,1.61
56.43,0.0,48,1.04
56.47,0.0,50,1.4
56.5,0.0,51,1.13
56.53,0.0,52,1.42
56.57,0.0,51,1.53
56.6,0.0,51,1.4
56.63,0.0,53,1.02
56.67,0.0,53,1.59
56.7,0.0,54,1.23
56.73,0.0,55,1.38
56.77,0.0,55,1.47
56.8,0.0,55,1.81
56.83,0.0,54,1.45
56.87,0.0,54,1.43
56.9,0.0,55,1.05
56.93,0.0,56,1.2
56.97,0.0,53,1.79
57.0,0.0,54,1.68
57.03,0.0,56,1.86
57.07,0.0,55,1.73
57.1,0.0,52,1.65
57.13,0.0,52,1.8
57.17,0.0,53,1.65
57.2,0.0,54,1.28
57.23,0.0,57,1.39
57.27,0.0,58,0.9
57.3,0.0,58,1.1
57.33,0.0,59,1.32
57.37,0.0,61,1.52
57.4,0.0,62,1.7
57.43,0.0,62,1.72
57.47,0.0,64,1.69
57.5,0.0,65,1.49
57.53,0.0,67,1.37
57.57,0.0,67,1.3
57.6,0.0,69,1.4
57.63,0.0,69,1.27
57.67,0.0,70,1.34
57.7,0.0,72,1.13
57.73,0.0,72,1.12
57.77,0.0,74,1.15
57.8,0.0,75,1.03
57.83,0.0,76,1.25
57.87,0.0,78,1.13
57.9,0.0,79,1.07
57.93,0.0,80,1.14
57.97,0.0,81,1.24
58.0,0.0,82,1.26
58.03,0.0,83,1.45
58.07,0.0,84,1.61
58.1,0.0,85,1.4
58.13,0.0,86,1.59
58.17,0.0,86,1.42
58.2,0.0,87,1.34
58.23,0.0,88,1.33
58.27,0.0,89,1.35
58.3,0.0,90,1.32
58.33,0.0,91,1.22
58.37,0.0,91,1.16
58.4,0.0,92,1.0
58.43,0.0,93,0.87
58.47,0.0,94,0.74
58.5,0.0,94,0.67
58.53,0.0,95,0.73
58.57,0.0,96,0.69
58.6,0.0,97,0.7
58.63,0.0,98,0.66
58.67,0.0,98,0.62
58.7,0.0,99,0.62
58.73,0.0,0,0.62
58.77,0.0,0,0.6
58.8,0.0,101,0.56
58.83,0.0,102,0.59
58.87,0.0,103,0.57
58.9,0.0,103,0.54
58.93,0.0,104,0.49
58.97,0.0,105,0.52
59.0,0.0,106,0.49
59.03,0.0,106,0.48
59.07,0.0,107,0.42
59.1,0.0,107,0.13
59.13,0.0,108,0.05
59.17,0.0,108,0.06
59.2,0.0,109,0.14
59.23,0.0,110,0.09
59.27,0.0,110,0.26
59.3,0.0,111,0.33
59.33,0.0,111,0.37
59.37,0.0,109,0.79
59.4,0.0,108,0.96
59.43,0.0,107,1.17
59.47,0.0,105,1.27
59.5,0.0,104,1.4
59.53,0.0,101,1.47
59.57,0.0,0,1.4
59.6,0.0,98,1.44
59.63,0.0,97,1.5
59.67,0.0,95,1.47
59.7,0.0,93,1.51
59.73,0.0,91,1.52
59.77,0.0,89,1.57
59.8,0.0,87,1.5
59.83,0.0,85,1.54
59.87,0.0,83,1.63
59.9,0.0,81,1.63
59.93,0.0,79,1.6
59.97,0.0,78,1.59
60.0,0.0,76,1.56
60.03,0.0,74,1.64
